query_id,recommended_indexes,llm_reasoning_text,execution_time_ms_after,improvement_vs_baseline
s61,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_users_creationdate ON users(CreationDate);; CREATE INDEX idx_users_reputation ON users(Reputation);","Join columns and range filters on comments, postLinks, votes, users, and badges all benefit from targeted indexes.",148.255,12.4%
s62,CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);,"Indexes on join keys and filter columns reduce scans on comments, posts, postLinks, votes, and badges.",32.191,41.0%
s63,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_users_creationdate ON users(CreationDate);","Range filters on votes.CreationDate, postLinks.LinkTypeId, and users.CreationDate benefit from composite and single-column indexes.",15.201,52.0%
s64,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_posts_posttypeid_score ON posts(PostTypeId, Score);; CREATE INDEX idx_users_reputation ON users(Reputation);","Indexes on join keys (comments.UserId, votes.UserId) and filter columns accelerate this six-table join.",136.245,-37.4%
s65,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_posts_posttypeid_score ON posts(PostTypeId, Score);; CREATE INDEX idx_users_creationdate ON users(CreationDate);",Composite index on postHistory(PostHistoryTypeId) and indexes on join keys reduce lookup cost significantly.,49.813,32.9%
s66,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_users_creationdate ON users(CreationDate);",Range filters on votes.CreationDate and postHistory.PostHistoryTypeId with join indexes cut scanning costs.,199.75,-74.8%
s67,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_posts_posttypeid_score ON posts(PostTypeId, Score);; CREATE INDEX idx_users_reputation ON users(Reputation);","Equality filters on PostTypeId, Score, and PostHistoryTypeId combined with join indexes allow efficient index seeks.",7.413,91.9%
s68,CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);,Join on b.UserId=c.UserId and votes.CreationDate range filter need indexes on badges and votes.,75876.916,-6.3%
s69,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_score ON posts(Score);","Indexes on join keys and equality/range filters on Score, LinkTypeId, and votes.CreationDate reduce scan costs.",7079.99,-33.2%
s70,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posts_score ON posts(Score);","Composite index on votes(VoteTypeId, CreationDate) and badges(UserId, Date) directly serve the filter and join conditions.",22799.488,-477.6%
s71,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);",Equality filters on PostHistoryTypeId=2 and VoteTypeId=5 are efficiently served by composite indexes.,4730.495,-44.2%
s72,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_badges_userid_date ON badges(UserId, Date);; CREATE INDEX idx_posts_score ON posts(Score);",Equality on PostHistoryTypeId=34 and badges.Date range filter are served by composite indexes on those columns.,426.704,-103.7%
s73,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_postlinks_relatedpostid ON postLinks(RelatedPostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_score ON posts(Score);",VoteTypeId=15 equality and postHistory.CreationDate range filters benefit from composite index lookups.,268.936,-51.8%
s74,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid_score ON posts(PostTypeId, Score);; CREATE INDEX idx_users_reputation ON users(Reputation);",Indexes on posts.OwnerUserId and PostTypeId with join keys enable efficient lookup for this six-table join.,2398.148,-7.6%
s75,CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_users_reputation ON users(Reputation);,"Range filters on posts.Score, posts.CreationDate, comments.Score, and users.Reputation are served by individual column indexes.",412.673,11.7%
s76,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_posts_viewcount ON posts(ViewCount);; CREATE INDEX idx_posts_commentcount ON posts(CommentCount);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_posttypehistid ON postHistory(PostHistoryTypeId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid ON votes(VoteTypeId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_downvotes ON users(DownVotes);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,"Indexes on join keys and filter columns accelerate the multi-table join and range predicates across posts, users, votes, and postHistory.",114.82,35.4%
s77,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_answercount ON posts(AnswerCount);; CREATE INDEX idx_posts_favoritecount ON posts(FavoriteCount);; CREATE INDEX idx_posts_viewcount ON posts(ViewCount);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid ON votes(VoteTypeId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,"Join key and range filter indexes on badges.Date, users.CreationDate, and votes.VoteTypeId reduce rows scanned in this complex join.",983.667,-30.2%
s78,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_posts_commentcount ON posts(CommentCount);; CREATE INDEX idx_posts_favoritecount ON posts(FavoriteCount);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_bountyamount ON votes(BountyAmount);; CREATE INDEX idx_badges_userid ON badges(UserId);,"Indexes on PostTypeId, CommentCount, FavoriteCount, and BountyAmount filter posts and votes early before joining.",82.773,20.3%
s79,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_posts_answercount ON posts(AnswerCount);; CREATE INDEX idx_posts_favoritecount ON posts(FavoriteCount);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);,"Indexes on comments.Score, votes.CreationDate, badges.Date, and users.Reputation reduce row counts before expensive multi-way join.",332.141,-4.5%
s80,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_answercount ON posts(AnswerCount);; CREATE INDEX idx_posts_commentcount ON posts(CommentCount);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,"Indexes on join keys and date range columns let the planner efficiently filter comments, posts, and users before joining.",115.68,-4.6%
s81,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_answercount ON posts(AnswerCount);; CREATE INDEX idx_posts_commentcount ON posts(CommentCount);; CREATE INDEX idx_posts_favoritecount ON posts(FavoriteCount);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_users_reputation ON users(Reputation);,"Indexes on comments.Score, users.Reputation, and post count columns quickly reduce candidate rows before joining.",58.496,21.9%
s82,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_upvotes ON users(UpVotes);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,Indexes on UserId join keys and date/filter columns on users and comments enable efficient lookup and range filtering.,189.373,3.9%
s83,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_downvotes ON users(DownVotes);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,UserId join indexes and users filter column indexes allow fast row reduction before joining comments and postHistory.,233.498,4.7%
s84,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,"Indexes on UserId join keys and CreationDate range columns on comments, votes, and users minimize rows processed.",538.947,20.6%
s85,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,Indexes on join keys and CreationDate range filters on votes and users reduce scanned rows efficiently.,533.31,19.7%
s86,CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_users_views ON users(Views);,"Indexes on PostId join keys, comments.Score equality, and users.Views range filter prune rows before joining.",117.277,14.1%
s87,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_downvotes ON users(DownVotes);,"Indexes on UserId join keys and filter columns let the planner efficiently narrow comments, badges, and users.",69.813,33.9%
s88,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,"Indexes on comments.Score, badges.Date range, and UserId join keys reduce scanned rows in this three-table join.",566.22,-0.1%
s89,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_posts_commentcount ON posts(CommentCount);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_users_downvotes ON users(DownVotes);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,"Indexes on OwnerUserId join key, post filter columns, and users.DownVotes equality prune rows before joining postHistory.",130.86,61.3%
s90,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_favoritecount ON posts(FavoriteCount);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_creationdate ON postHistory(CreationDate);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_upvotes ON users(UpVotes);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,"Indexes on OwnerUserId, postHistory.CreationDate, and users date/filter columns efficiently support this three-table join.",64.687,59.6%
s91,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_creationdate ON postHistory(CreationDate);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_upvotes ON users(UpVotes);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,Join keys on UserId and filter columns on users/postHistory need indexes to avoid full scans.,252.071,58.8%
s92,CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,Indexes on join keys PostId/OwnerUserId and range filters CreationDate/UpVotes speed up joins and filtering.,75.604,28.8%
s93,CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_users_views ON users(Views);,Indexes on join keys and filter columns PostTypeId/CreationDate/Views reduce scan overhead.,205.423,-37.8%
s94,CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,Join on UserId/OwnerUserId and user CreationDate filter benefit from these indexes.,66.369,61.3%
s95,CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);,All joins are on PostId; indexing these enables efficient merge/nested-loop joins across four tables.,287.024,51.3%
s96,CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_votetypeid ON votes(VoteTypeId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posthistory_creationdate ON postHistory(CreationDate);,PostId join indexes plus filter indexes on VoteTypeId and CreationDate columns reduce row scans.,233.17,34.0%
s97,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_users_creationdate ON users(CreationDate);; CREATE INDEX idx_users_views ON users(Views);,Many join keys and range predicates across four tables require indexes to avoid nested full scans.,2681.61,28.8%
s98,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_users_creationdate ON users(CreationDate);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,Indexes on join keys and filter columns speed up multi-table join with range predicates on dates and scores.,2350.088,20.0%
s99,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,Join keys and reputation/upvotes filter indexes allow efficient user-centric join resolution.,278.516,37.9%
s100,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_posts_score ON posts(Score);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,Mixed join strategy on both PostId and UserId benefits from indexes on all join and filter columns.,116.438,32.8%
s101,CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);; CREATE INDEX idx_users_downvotes ON users(DownVotes);,PostId joins and multiple CreationDate range filters require indexes to prune large intermediate result sets.,108.449,9.1%
s102,CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_posts_creationdate ON posts(CreationDate);; CREATE INDEX idx_badges_date ON badges(Date);,Join on UserId/OwnerUserId/PostId and date range filters on posts and badges need targeted indexes.,210.078,22.4%
s103,CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_posts_owneruserid ON posts(OwnerUserId);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_posts_posttypeid ON posts(PostTypeId);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_downvotes ON users(DownVotes);,Indexes on UserId join keys and selective filter columns PostTypeId/Reputation/DownVotes reduce scan cost.,269.097,47.5%
s104,CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_creationdate ON postHistory(CreationDate);; CREATE INDEX idx_users_downvotes ON users(DownVotes);; CREATE INDEX idx_users_upvotes ON users(UpVotes);,All joins on UserId and date/vote range filters benefit from indexes to efficiently locate matching rows.,1672.739,67.6%
s105,CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_users_views ON users(Views);; CREATE INDEX idx_users_downvotes ON users(DownVotes);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,UserId join indexes and filter indexes on views/downvotes/creationdate reduce multi-table join cost.,13982.832,66.7%
s106,"CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_posthistory_userid ON postHistory(UserId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_users_reputation ON users(Reputation);; CREATE INDEX idx_users_creationdate ON users(CreationDate);; CREATE INDEX idx_users_upvotes_downvotes ON users(UpVotes, DownVotes);","Indexes on UserId FKs and filter columns speed joins and range scans across users, comments, votes, postHistory.",946.684,-10.0%
s107,"CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_votes_votetypeid_creationdate ON votes(VoteTypeId, CreationDate);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_badges_date ON badges(Date);; CREATE INDEX idx_users_reputation ON users(Reputation);","Composite and FK indexes enable efficient joins and filter pushdown on score, voteTypeId, date ranges.",26971.299,4.4%
s108,CREATE INDEX idx_comments_userid ON comments(UserId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_comments_creationdate ON comments(CreationDate);; CREATE INDEX idx_votes_userid ON votes(UserId);; CREATE INDEX idx_badges_userid ON badges(UserId);; CREATE INDEX idx_users_creationdate ON users(CreationDate);,Indexes on UserId and CreationDate accelerate join lookups and date range filtering across all four tables.,52374.511,-36.6%
s109,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);",PostId indexes on all child tables allow fast joins to posts; date indexes support range predicates.,191.999,23.0%
s110,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_comments_score ON comments(Score);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_votes_postid ON votes(PostId);","Same join pattern as s109; PostId and CreationDate indexes on postLinks, comments, postHistory, votes speed execution.",118.941,50.6%
s111,"CREATE INDEX idx_comments_postid ON comments(PostId);; CREATE INDEX idx_postlinks_postid ON postLinks(PostId);; CREATE INDEX idx_postlinks_linktypeid_creationdate ON postLinks(LinkTypeId, CreationDate);; CREATE INDEX idx_posthistory_postid ON postHistory(PostId);; CREATE INDEX idx_posthistory_typeid_creationdate ON postHistory(PostHistoryTypeId, CreationDate);; CREATE INDEX idx_votes_postid ON votes(PostId);; CREATE INDEX idx_votes_creationdate ON votes(CreationDate);",Composite indexes on LinkTypeId+CreationDate and PostId FKs allow selective filtering before joining to posts.,151.465,39.6%
