query_id,recommended_indexes,llm_reasoning_text,execution_time_ms_after,improvement_vs_baseline
Q50,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_returns_returned_date ON store_returns(sr_returned_date_sk);; CREATE INDEX idx_store_returns_ticket_item ON store_returns(sr_ticket_number, sr_item_sk);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);",Indexes on store_returns join keys and date_dim year/moy accelerate return-latency bucket aggregation.,72.846,-142735.3%
Q51,CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq);,Indexes on item and date join keys enable efficient cumulative-sales window function computation.,2146.899,-4472606.2%
Q52,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_item_manager ON item(i_manager_id);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);",Index on i_manager_id and date year/moy filters quickly narrows rows for brand sales aggregation.,256.187,-985234.6%
Q53,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_item_category_class_brand ON item(i_category, i_class, i_brand);; CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq);",Composite item index on category/class/brand and month_seq index reduce scan for quarterly sales deviation.,312.922,-802264.1%
Q54,"CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_bill_customer ON catalog_sales(cs_bill_customer_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_item_category_class_brand ON item(i_category, i_class, i_brand);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);; CREATE INDEX idx_customer_address_county_state ON customer_address(ca_county, ca_state);",Indexes on customer and date FKs in sales tables and item category filter speed multi-step CTE execution.,0.375,-400.0%
Q55,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_item_manager ON item(i_manager_id);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);",Manager and date month/year indexes quickly isolate relevant items for brand-level sales summation.,315.352,-1126157.1%
Q56,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_addr ON store_sales(ss_addr_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_bill_addr ON catalog_sales(cs_bill_addr_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_bill_addr ON web_sales(ws_bill_addr_sk);; CREATE INDEX idx_item_color ON item(i_color);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);; CREATE INDEX idx_customer_address_gmt ON customer_address(ca_gmt_offset);",Item color index and address GMT offset index reduce subquery and join cost across all three sales channels.,31.214,-33463.4%
Q57,"CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_call_center ON catalog_sales(cs_call_center_sk);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);",Indexes on catalog_sales join columns and date year/moy enable efficient monthly brand-by-call-center aggregation.,1562.304,-2403444.6%
Q58,CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_date_dim_week_seq ON date_dim(d_week_seq);; CREATE INDEX idx_date_dim_date ON date_dim(d_date);,Week_seq and date indexes on date_dim speed subquery lookup; item and date SK indexes accelerate all three channel joins.,143.776,-194191.9%
Q59,CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_date_dim_week_seq ON date_dim(d_week_seq);; CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq);,Week_seq and month_seq indexes let the CTE and final joins quickly partition weekly sales by store and date range.,1350.245,-2327908.6%
Q60,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_addr ON store_sales(ss_addr_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_bill_addr ON catalog_sales(cs_bill_addr_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_bill_addr ON web_sales(ws_bill_addr_sk);; CREATE INDEX idx_item_category_class_brand ON item(i_category, i_class, i_brand);; CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy);; CREATE INDEX idx_customer_address_gmt ON customer_address(ca_gmt_offset);",Category and GMT-offset indexes narrow item and address joins across all three channels for jewelry sales rollup.,32.289,-32848.0%
Q61,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_promo ON store_sales(ss_promo_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_customer_address_gmt ON customer_address(ca_gmt_offset, ca_address_sk);; CREATE INDEX idx_store_gmt ON store(s_gmt_offset, s_store_sk);; CREATE INDEX idx_promotion_channels ON promotion(p_channel_dmail, p_channel_email, p_channel_tv, p_promo_sk);","Indexes on join keys and filter columns (date, store GMT, item category, promo channels) accelerate both subquery aggregations.",44.805,-51998.8%
Q62,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_web_sales_ship_date ON web_sales(ws_ship_date_sk);; CREATE INDEX idx_web_sales_warehouse ON web_sales(ws_warehouse_sk);; CREATE INDEX idx_web_sales_ship_mode ON web_sales(ws_ship_mode_sk);; CREATE INDEX idx_web_sales_web_site ON web_sales(ws_web_site_sk);",Indexes on web_sales join keys and date_dim month_seq filter drastically reduce rows scanned for shipment lag analysis.,220.868,-424646.2%
Q63,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_item_manager ON item(i_manager_id, i_item_sk);","Indexes on item manager, date month_seq, and store_sales join keys speed up the multi-month aggregation with window functions.",292.423,-664497.7%
Q64,"CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_sales_cdemo ON store_sales(ss_cdemo_sk);; CREATE INDEX idx_store_sales_addr ON store_sales(ss_addr_sk);; CREATE INDEX idx_store_sales_hdemo ON store_sales(ss_hdemo_sk);; CREATE INDEX idx_catalog_returns_item ON catalog_returns(cr_item_sk, cr_order_number);; CREATE INDEX idx_store_returns_item ON store_returns(sr_item_sk, sr_ticket_number);; CREATE INDEX idx_item_color_price ON item(i_color, i_current_price, i_item_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);","This massively joined query benefits from indexes on all FK join columns across store_sales, returns, item filter columns, and customer lookups.",1972.982,-904937.6%
Q65,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);",Indexes on store_sales join keys and date_dim month_seq enable efficient per-store/item revenue aggregation for the low-revenue filter.,1455.118,-2745405.7%
Q66,"CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_warehouse ON web_sales(ws_warehouse_sk);; CREATE INDEX idx_web_sales_ship_mode ON web_sales(ws_ship_mode_sk);; CREATE INDEX idx_web_sales_sold_time ON web_sales(ws_sold_time_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_warehouse ON catalog_sales(cs_warehouse_sk);; CREATE INDEX idx_catalog_sales_ship_mode ON catalog_sales(cs_ship_mode_sk);; CREATE INDEX idx_catalog_sales_sold_time ON catalog_sales(cs_sold_time_sk);; CREATE INDEX idx_time_dim_time ON time_dim(t_time, t_time_sk);; CREATE INDEX idx_ship_mode_carrier ON ship_mode(sm_carrier, sm_ship_mode_sk);","Indexes on sales date, warehouse, ship mode, and time range filter support efficient monthly sales aggregation across both sales channels.",54.84,-30031.9%
Q67,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);",Date month_seq and store_sales join key indexes accelerate the large ROLLUP aggregation with ranking window function.,2051.593,-2889467.6%
Q68,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_sales_hdemo ON store_sales(ss_hdemo_sk);; CREATE INDEX idx_store_sales_addr ON store_sales(ss_addr_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_household_demographics_dep ON household_demographics(hd_dep_count, hd_vehicle_count, hd_demo_sk);; CREATE INDEX idx_store_city ON store(s_city, s_store_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);","Indexes on household demographics filter, store city, date year, and address join keys speed up the ticket/city mismatch query.",0.297,-560.0%
Q69,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_ship_customer ON catalog_sales(cs_ship_customer_sk);; CREATE INDEX idx_customer_address_state ON customer_address(ca_state, ca_address_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);",Indexes on customer lookup columns and date filters support the EXISTS/NOT EXISTS correlated subqueries across three sales channels efficiently.,876.157,-1825227.1%
Q70,"CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_state ON store(s_state, s_store_sk);","Indexes on date month_seq, store state filter, and store_sales join keys accelerate the ROLLUP profit ranking with subquery state filter.",1299.847,-1493977.0%
Q71,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_item_manager ON item(i_manager_id, i_item_sk);; CREATE INDEX idx_time_dim_meal ON time_dim(t_meal_time, t_time_sk);","Indexes on date year/month, item manager_id filter, and time meal_time filter accelerate the UNION ALL across all three sales channels.",444.63,-1033923.3%
Q72,"CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_bill_cdemo ON catalog_sales(cs_bill_cdemo_sk);; CREATE INDEX idx_catalog_sales_bill_hdemo ON catalog_sales(cs_bill_hdemo_sk);; CREATE INDEX idx_catalog_sales_promo ON catalog_sales(cs_promo_sk);; CREATE INDEX idx_catalog_sales_ship_date ON catalog_sales(cs_ship_date_sk);; CREATE INDEX idx_catalog_returns_item ON catalog_returns(cr_item_sk, cr_order_number);; CREATE INDEX idx_inventory_item_date ON inventory(inv_item_sk, inv_date_sk, inv_warehouse_sk);; CREATE INDEX idx_household_demographics_buy ON household_demographics(hd_buy_potential, hd_demo_sk);; CREATE INDEX idx_customer_demographics_demo ON customer_demographics(cd_marital_status, cd_demo_sk);","Indexes on catalog_sales FK columns, inventory composite key, and demographics filter columns support this heavily joined inventory analysis query.",13683.563,-8499007.5%
Q73,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_sales_hdemo ON store_sales(ss_hdemo_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_county ON store(s_county, s_store_sk);; CREATE INDEX idx_household_demographics_buy ON household_demographics(hd_buy_potential, hd_demo_sk);","Indexes on store county filter, household demographics buy potential, and date year support the ticket count aggregation with customer lookup.",0.181,-293.5%
Q74,"CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_customer_id ON customer(c_customer_id);",Indexes on customer SK join keys and date year filter accelerate the CTE self-join comparing store vs web year-over-year spend.,120000,-193548287.1%
Q75,"CREATE INDEX idx_date_dim_year ON date_dim(d_year, d_date_sk);; CREATE INDEX idx_item_category ON item(i_category, i_item_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_returns_item ON catalog_returns(cr_item_sk, cr_order_number);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_returns_item ON store_returns(sr_item_sk, sr_ticket_number);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_returns_item ON web_returns(wr_item_sk, wr_order_number);","Indexes on item category filter, all three sales/returns item join keys, and date year enable efficient year-over-year sales decline detection.",4356.162,-3996378.9%
Q76,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_date_dim_qoy ON date_dim(d_qoy);; CREATE INDEX idx_item_category_class ON item(i_category, i_class);",Indexes on date and item FK columns accelerate the three-way UNION joins across fact tables.,609.32,-1194645.1%
Q77,CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_returns_returned_date ON store_returns(sr_returned_date_sk);; CREATE INDEX idx_store_returns_store ON store_returns(sr_store_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_call_center ON catalog_sales(cs_call_center_sk);; CREATE INDEX idx_catalog_returns_returned_date ON catalog_returns(cr_returned_date_sk);; CREATE INDEX idx_catalog_returns_call_center ON catalog_returns(cr_call_center_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_web_page ON web_sales(ws_web_page_sk);; CREATE INDEX idx_web_returns_returned_date ON web_returns(wr_returned_date_sk);; CREATE INDEX idx_web_returns_web_page ON web_returns(wr_web_page_sk);; CREATE INDEX idx_date_dim_date ON date_dim(d_date);,Date-range and channel-grouping indexes speed up the six CTEs joining sales/returns to date_dim.,778.725,-865150.0%
Q78,CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_bill_customer ON catalog_sales(cs_bill_customer_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year);,"Indexes on sold_date, item, and customer FKs accelerate the three CTEs and their multi-channel self-joins.",4631.192,-6174822.7%
Q79,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_sales_hdemo ON store_sales(ss_hdemo_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_date_dim_dow_year ON date_dim(d_dow, d_year);; CREATE INDEX idx_household_demographics_dep_vehicle ON household_demographics(hd_dep_count, hd_vehicle_count);; CREATE INDEX idx_store_name ON store(s_store_name);",Composite indexes on date filters and household demographics support efficient store_sales join filtering.,590.093,-1439151.2%
Q80,CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_promo ON store_sales(ss_promo_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_item ON catalog_sales(cs_item_sk);; CREATE INDEX idx_catalog_sales_promo ON catalog_sales(cs_promo_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_web_sales_promo ON web_sales(ws_promo_sk);; CREATE INDEX idx_date_dim_date ON date_dim(d_date);; CREATE INDEX idx_item_current_price ON item(i_current_price);; CREATE INDEX idx_promotion_channel_tv ON promotion(p_channel_tv);,"Promo, date-range, and item-price indexes accelerate the three channel CTEs with outer joins to returns.",570.838,-445867.2%
Q81,CREATE INDEX idx_catalog_returns_returned_date ON catalog_returns(cr_returned_date_sk);; CREATE INDEX idx_catalog_returns_returning_customer ON catalog_returns(cr_returning_customer_sk);; CREATE INDEX idx_catalog_returns_returning_addr ON catalog_returns(cr_returning_addr_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year);; CREATE INDEX idx_customer_address_state ON customer_address(ca_state);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);,Indexes on catalog_returns join columns and customer_address state filter speed the CTE self-comparison.,48884.748,-101843125.0%
Q82,"CREATE INDEX idx_inventory_item_date ON inventory(inv_item_sk, inv_date_sk);; CREATE INDEX idx_date_dim_date ON date_dim(d_date);; CREATE INDEX idx_item_manufact_price ON item(i_manufact_id, i_current_price);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);",Composite index on inventory and item filter columns avoids full scans on price and manufacturer predicates.,56.173,-187143.3%
Q83,CREATE INDEX idx_store_returns_returned_date ON store_returns(sr_returned_date_sk);; CREATE INDEX idx_store_returns_item ON store_returns(sr_item_sk);; CREATE INDEX idx_catalog_returns_returned_date ON catalog_returns(cr_returned_date_sk);; CREATE INDEX idx_catalog_returns_item ON catalog_returns(cr_item_sk);; CREATE INDEX idx_web_returns_returned_date ON web_returns(wr_returned_date_sk);; CREATE INDEX idx_web_returns_item ON web_returns(wr_item_sk);; CREATE INDEX idx_date_dim_week_seq ON date_dim(d_week_seq);; CREATE INDEX idx_date_dim_date ON date_dim(d_date);,Return-date and item indexes speed the three CTEs that filter on specific week sequences via subqueries.,62.477,-81039.0%
Q84,"CREATE INDEX idx_customer_address_city ON customer_address(ca_city);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_store_returns_cdemo ON store_returns(sr_cdemo_sk);; CREATE INDEX idx_household_demographics_income_band ON household_demographics(hd_income_band_sk);; CREATE INDEX idx_income_band_bounds ON income_band(ib_lower_bound, ib_upper_bound);","Indexes on city filter, income band bounds, and demographic FK columns reduce nested-loop join costs.",1.363,-3794.3%
Q85,"CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_web_page ON web_sales(ws_web_page_sk);; CREATE INDEX idx_web_returns_refunded_cdemo ON web_returns(wr_refunded_cdemo_sk);; CREATE INDEX idx_web_returns_returning_cdemo ON web_returns(wr_returning_cdemo_sk);; CREATE INDEX idx_web_returns_refunded_addr ON web_returns(wr_refunded_addr_sk);; CREATE INDEX idx_web_returns_reason ON web_returns(wr_reason_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year);; CREATE INDEX idx_customer_demographics_marital_edu ON customer_demographics(cd_marital_status, cd_education_status);; CREATE INDEX idx_customer_address_state ON customer_address(ca_state);",Indexes on web_returns demographic and address FKs accelerate the complex OR-predicate join chain.,423.517,-522760.5%
Q86,"CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_item ON web_sales(ws_item_sk);; CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq);; CREATE INDEX idx_item_category_class ON item(i_category, i_class);",Month sequence and item category/class indexes support the rollup aggregation over web_sales efficiently.,303.798,-619895.9%
Q87,CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_customer ON store_sales(ss_customer_sk);; CREATE INDEX idx_catalog_sales_sold_date ON catalog_sales(cs_sold_date_sk);; CREATE INDEX idx_catalog_sales_bill_customer ON catalog_sales(cs_bill_customer_sk);; CREATE INDEX idx_web_sales_sold_date ON web_sales(ws_sold_date_sk);; CREATE INDEX idx_web_sales_bill_customer ON web_sales(ws_bill_customer_sk);; CREATE INDEX idx_date_dim_month_seq ON date_dim(d_month_seq);,Customer and date-range indexes accelerate the three EXCEPT set operations joining to customer and date_dim.,2678.756,-4618444.8%
Q88,"CREATE INDEX idx_store_sales_time ON store_sales(ss_sold_time_sk);; CREATE INDEX idx_store_sales_hdemo ON store_sales(ss_hdemo_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_time_dim_hour_minute ON time_dim(t_hour, t_minute);; CREATE INDEX idx_household_demographics_dep_vehicle ON household_demographics(hd_dep_count, hd_vehicle_count);; CREATE INDEX idx_store_name ON store(s_store_name);","Time, demographic, and store-name indexes speed the eight repeated subquery count blocks over store_sales.",3126.597,-1540095.6%
Q89,"CREATE INDEX idx_store_sales_sold_date ON store_sales(ss_sold_date_sk);; CREATE INDEX idx_store_sales_item ON store_sales(ss_item_sk);; CREATE INDEX idx_store_sales_store ON store_sales(ss_store_sk);; CREATE INDEX idx_date_dim_year ON date_dim(d_year);; CREATE INDEX idx_item_category_class ON item(i_category, i_class);",Category/class and year indexes allow efficient filtering before the window function aggregation.,0.378,-563.2%
Q90,"CREATE INDEX idx_web_sales_time ON web_sales(ws_sold_time_sk);; CREATE INDEX idx_web_sales_ship_hdemo ON web_sales(ws_ship_hdemo_sk);; CREATE INDEX idx_web_sales_web_page ON web_sales(ws_web_page_sk);; CREATE INDEX idx_time_dim_hour_minute ON time_dim(t_hour, t_minute);; CREATE INDEX idx_household_demographics_dep_vehicle ON household_demographics(hd_dep_count, hd_vehicle_count);; CREATE INDEX idx_web_page_char_count ON web_page(wp_char_count);","Time-hour, hdemo dep_count, and page char_count indexes reduce the two count subqueries over web_sales.",203.532,-1861.9%
Q91,"CREATE INDEX idx_date_dim_year_moy ON date_dim(d_year, d_moy, d_date_sk);; CREATE INDEX idx_catalog_returns_date_sk ON catalog_returns(cr_returned_date_sk);; CREATE INDEX idx_catalog_returns_call_center ON catalog_returns(cr_call_center_sk);; CREATE INDEX idx_catalog_returns_customer ON catalog_returns(cr_returning_customer_sk);; CREATE INDEX idx_customer_cdemo ON customer(c_current_cdemo_sk);; CREATE INDEX idx_customer_hdemo ON customer(c_current_hdemo_sk);; CREATE INDEX idx_customer_addr ON customer(c_current_addr_sk);; CREATE INDEX idx_customer_demographics_filter ON customer_demographics(cd_marital_status, cd_education_status, cd_demo_sk);; CREATE INDEX idx_household_demographics_buy ON household_demographics(hd_buy_potential, hd_demo_sk);; CREATE INDEX idx_customer_address_gmt ON customer_address(ca_gmt_offset, ca_address_sk);","Indexes support joins on date, call center, customer, demographics, and address filter columns.",58.969,-96570.5%
